ShipmentPickUpDeliveries,ShipmentId,NULL,0
ShipmentPickUpDeliveries,ToAddressId,NULL,0
ShipmentPickUpDeliveries,ToPortId,NULL,0
ShipmentPickUpDeliveries,FromAddressCountryId,NULL,0
ShipmentPickUpDeliveries,ToAddressCountryId,NULL,0
ShipmentPickUpDeliveries,EmptyDeliveryContainerPartnerId,NULL,0
ShipmentPickUpDeliveries,TransportModeCode,NULL,0
QueueMessages,QueueDefinitionCode,NULL,0
QueueMessages,QueueDefinitionCode; Status; NextRunDateTime,Id,0
MenusTables,CategoryTypeCode,NULL,0
MenusTables,FeatureId,NULL,0
MenusTables,MenuTypeCode,NULL,0
MenusTables,ObjectTableId,NULL,0
MenusTables,FeatureId,NULL,0
Accounts1,AccountTypeCode,NULL,0
OccasionInvitees,AddedByUserId,NULL,0
OccasionInvitees,UpdatedByUserId,NULL,0
OccasionInvitees,OccasionId,NULL,0
OccasionInvitees,ContactId,NULL,0
Countries,GlobalZoneId,NULL,0
Countries,AutomaticLastUpdateDate,NULL,0
ShipmentPickUpDeliveryPackages,PackageTypeId,NULL,0
ShipmentPickUpDeliveryPackages,ShipmentPickUpDeliveryId,NULL,0
ShipmentPickUpDeliveryPackages,CountryId,NULL,0
EntityChanges,CreateByUserId,NULL,0
Vessels,CountryId,NULL,0
Vessels,AutomaticLastUpdateDate,NULL,0
BankDepositLines,ARPaymentChequeId,NULL,0
BankDepositLines,DepositId,NULL,0
ARInvoiceStocks,CreatedByUserId,NULL,0
ARInvoiceStocks,UpdatedByUserId,NULL,0
ARInvoiceStocks,StatusCode,NULL,0
JournalAdditionalDatas,JournalId,NULL,0
JournalAdditionalDatas,TaxReportId,NULL,0
JournalAdditionalDatas,TaxReportTransmitStatusCode,NULL,0
BIReportsExecutionLogs,CreatedByUserId,NULL,0
BIReportsExecutionLogs,StatusCode,NULL,0
TaxReportLines,TaxReportId,NULL,0
TaxReportLines,UpdatedByUserId,NULL,0
TaxReportLines,LineTypeCode,NULL,0
TaxReportLines,StatusCode,NULL,0
TaxReportLines,TransmitStatusCode,NULL,0
QuoteCharges,ContainerType1MarkUpTypeCode,NULL,0
QuoteCharges,ContainerType2MarkUpTypeCode,NULL,0
QuoteCharges,ContainerType3MarkUpTypeCode,NULL,0
QuoteCharges,ContainerType4MarkUpTypeCode,NULL,0
QuoteCharges,ContainerType5MarkUpTypeCode,NULL,0
QuoteCharges,CostMeasurementId,NULL,0
QuoteCharges,CostCurrencyId,NULL,0
QuoteCharges,SaleCurrencyId,NULL,0
QuoteCharges,MarkUpTypeCode,NULL,0
QuoteCharges,QuoteId,NULL,0
QuoteCharges,ChargesTypeId,NULL,0
QuoteCharges,SaleMeasurementId,NULL,0
QuoteCharges,UpdatedByUserId,NULL,0
QuoteCharges,VendorId,NULL,0
QuoteCharges,VatTypeId,NULL,0
CountryCities,CountryId,NULL,0
CountryCities,StateId,NULL,0
BankDeposits,CashBookId,NULL,0
BankDeposits,CreatedByUserId,NULL,0
BankDeposits,DepositBankAccountId,NULL,0
BankDeposits,DepositCurrencyId,NULL,0
BankDeposits,UpdatedByUserId,NULL,0
Activities,CallWithId,NULL,0
Activities,CommunicationLogId,NULL,0
Activities,CustomerId,NULL,0
Activities,BusinessUnitId,NULL,0
