LXML File: CustomerProduct.lxml
Element,Attribute,Old Value,New Value
field[FieldName='"PotentialTEU"'],NumberOfDigits,0,18


LXML File: TarrifCharge.lxml
Element,Attribute,Old Value,New Value
field[FieldName='"MaxPrice"'],NumberOfDigits,0,18
field[FieldName='"MaxPrice"'],DigitsAfterPoint,0,2
field[FieldName='"MinPrice"'],NumberOfDigits,0,18
field[FieldName='"MinPrice"'],DigitsAfterPoint,0,2
field[FieldName='"UnitPrice"'],NumberOfDigits,0,18
field[FieldName='"UnitPrice"'],DigitsAfterPoint,0,2


LXML File: TarrifStep.lxml
Element,Attribute,Old Value,New Value
field[FieldName='"Step"'],NumberOfDigits,0,18
field[FieldName='"Step"'],DigitsAfterPoint,0,2
field[FieldName='"MaxPrice"'],NumberOfDigits,0,18
field[FieldName='"MaxPrice"'],DigitsAfterPoint,0,2
field[FieldName='"MinPrice"'],NumberOfDigits,0,18
field[FieldName='"MinPrice"'],DigitsAfterPoint,0,2
field[FieldName='"UnitPrice"'],NumberOfDigits,0,18
field[FieldName='"UnitPrice"'],DigitsAfterPoint,0,2


LXML File: BusinessHour.lxml
Element,Attribute,Old Value,New Value
field[FieldName='"MondayFromHour"'],IsRequired,false,true
field[FieldName='"TuesdayFromHour"'],IsRequired,false,true
field[FieldName='"WednesdayFromHour"'],IsRequired,false,true
field[FieldName='"ThursdayFromHour"'],IsRequired,false,true
field[FieldName='"FridayFromHour"'],IsRequired,false,true
field[FieldName='"SaturdayFromHour"'],IsRequired,false,true
field[FieldName='"SundayFromHour"'],IsRequired,false,true
field[FieldName='"MondayToHour"'],IsRequired,false,true
field[FieldName='"TuesdayToHour"'],IsRequired,false,true
field[FieldName='"WednesdayToHour"'],IsRequired,false,true
field[FieldName='"ThursdayToHour"'],IsRequired,false,true
field[FieldName='"FridayToHour"'],IsRequired,false,true
field[FieldName='"SaturdayToHour"'],IsRequired,false,true
field[FieldName='"SundayToHour"'],IsRequired,false,true


LXML File: HarmonizeCode.lxml
Element,Attribute,Old Value,New Value
field[FieldName='"SearchFields"'],MaxLength,1000,4000


LXML File: BatchServicesLog.lxml
Element,Attribute,Old Value,New Value
field[FieldName='"CPU"'],NumberOfDigits,0,18
field[FieldName='"CPU"'],DigitsAfterPoint,0,2


