DXML File,LXML File,Element Type,DXML Element Name,LXML Element Name,Attribute Type,DXML Attribute Value,LXML Attribute Value
DeclarationStatementType.dxml,DeclarationStatementType.lxml,Table,DeclarationStatementTypes,DeclarationStatementTypes,Schema,Customs,
DeclarationStatusType.dxml,DeclarationStatusType.lxml,Table,DeclarationStatusTypes,DeclarationStatusTypes,DBType,Main,
DeclarationStatusType.dxml,DeclarationStatusType.lxml,Table,DeclarationStatusTypes,DeclarationStatusTypes,Schema,Customs,
DeclarationTax.dxml,DeclarationTax.lxml,Table,DeclarationTaxes,DeclarationTaxes,DBType,Main,
DeclarationTax.dxml,DeclarationTax.lxml,Table,DeclarationTaxes,DeclarationTaxes,Schema,Customs,
DeclarationTax.dxml,DeclarationTax.lxml,Relation,TaxTypeCode,TaxTypeCode,Referenced Table Schema,Customs,
Deficit.dxml,Deficit.lxml,Table,Deficits,Deficits,DBType,Main,
Deficit.dxml,Deficit.lxml,Table,Deficits,Deficits,Schema,Customs,
Deficit.dxml,Deficit.lxml,Column,ProductionDate,ProductionDate,Type,datetime,date
Deficit.dxml,Deficit.lxml,Column,ValidityDateTo,ValidityDateTo,Type,datetime,date
Deficit.dxml,Deficit.lxml,Relation,NotificationTypeCode,NotificationTypeCode,Referenced Table Schema,Customs,
Deficit.dxml,Deficit.lxml,Relation,TapagId,TapagId,Referenced Table Schema,Customs,
DeficitConnFileParagraphType.dxml,DeficitConnFileParagraphType.lxml,Table,DeficitConnFileParagraphTypes,DeficitConnFileParagraphTypes,DBType,Main,
DeficitConnFileParagraphType.dxml,DeficitConnFileParagraphType.lxml,Table,DeficitConnFileParagraphTypes,DeficitConnFileParagraphTypes,Schema,Customs,
DeficitConnFileParagraphType.dxml,DeficitConnFileParagraphType.lxml,Relation,DeficitId,DeficitId,Referenced Table Schema,Customs,
DeficitConnFileParagraphType.dxml,DeficitConnFileParagraphType.lxml,Relation,ParagraphTypeCode,ParagraphTypeCode,Referenced Table Schema,Customs,
DeficitDecision.dxml,DeficitDecision.lxml,Table,DeficitDecisions,DeficitDecisions,DBType,Main,
DeficitDecision.dxml,DeficitDecision.lxml,Table,DeficitDecisions,DeficitDecisions,Schema,Customs,
DeficitDecision.dxml,DeficitDecision.lxml,Relation,DeficitId,DeficitId,Referenced Table Schema,Customs,
DeficitDecision.dxml,DeficitDecision.lxml,Relation,RequestTypeCode,RequestTypeCode,Referenced Table Schema,Customs,
DeficitDecision.dxml,DeficitDecision.lxml,Relation,ApprovedProfessionCode,ApprovedProfessionCode,Referenced Table Schema,Customs,
DeficitDecision.dxml,DeficitDecision.lxml,Relation,DecisionCode,DecisionCode,Referenced Table Schema,Customs,
DeliverySiteType.dxml,DeliverySiteType.lxml,Table,DeliverySiteTypes,DeliverySiteTypes,DBType,Main,
DeliverySiteType.dxml,DeliverySiteType.lxml,Table,DeliverySiteTypes,DeliverySiteTypes,Schema,Customs,
DemanderType.dxml,DemanderType.lxml,Table,DemanderTypes,DemanderTypes,DBType,Main,
DemanderType.dxml,DemanderType.lxml,Table,DemanderTypes,DemanderTypes,Schema,Customs,
Deposit.dxml,Deposit.lxml,Table,Deposits,Deposits,DBType,Main,
Deposit.dxml,Deposit.lxml,Table,Deposits,Deposits,Schema,Customs,
Deposit.dxml,Deposit.lxml,Relation,TapagID,TapagID,Referenced Table Schema,Customs,
Deposit.dxml,Deposit.lxml,Relation,DepositEssenceTypeCode,DepositEssenceTypeCode,Referenced Table Schema,Customs,
Deposit.dxml,Deposit.lxml,Relation,EntityTypeCode,EntityTypeCode,Referenced Table Schema,Customs,
DepositCondition.dxml,DepositCondition.lxml,Table,DepositConditions,DepositConditions,DBType,Main,
DepositCondition.dxml,DepositCondition.lxml,Table,DepositConditions,DepositConditions,Schema,Customs,
DepositCondition.dxml,DepositCondition.lxml,Relation,DepositId,DepositId,Referenced Table Schema,Customs,
DepositCondition.dxml,DepositCondition.lxml,Relation,DepositConditionCode,DepositConditionCode,Referenced Table Schema,Customs,
DepositCustomerActivity.dxml,DepositCustomerActivity.lxml,Table,DepositCustomerActivities,DepositCustomerActivities,DBType,Main,
DepositCustomerActivity.dxml,DepositCustomerActivity.lxml,Table,DepositCustomerActivities,DepositCustomerActivities,Schema,Customs,
DepositEssenceType.dxml,DepositEssenceType.lxml,Table,DepositEssenceTypes,DepositEssenceTypes,DBType,Main,
DepositEssenceType.dxml,DepositEssenceType.lxml,Table,DepositEssenceTypes,DepositEssenceTypes,Schema,Customs,
DepositFileType.dxml,DepositFileType.lxml,Table,DepositFileTypes,DepositFileTypes,DBType,Main,
DepositFileType.dxml,DepositFileType.lxml,Table,DepositFileTypes,DepositFileTypes,Schema,Customs,
DocumentTypeCustomsData.dxml,DocumentTypeCustomsData.lxml,Table,DocumentTypeCustomsData,DocumentTypeCustomsData,DBType,Main,
DocumentTypeCustomsData.dxml,DocumentTypeCustomsData.lxml,Table,DocumentTypeCustomsData,DocumentTypeCustomsData,Schema,Customs,
DocumentTypeCustomsData.dxml,DocumentTypeCustomsData.lxml,Relation,CustomsDoucumentTypeCode,CustomsDoucumentTypeCode,Referenced Table Schema,Customs,
EntitlementType.dxml,EntitlementType.lxml,Table,EntitlementTypes,EntitlementTypes,DBType,Main,
EntitlementType.dxml,EntitlementType.lxml,Table,EntitlementTypes,EntitlementTypes,Schema,Customs,
EntityTypeLookup.dxml,EntityTypeLookup.lxml,Table,EntityTypeLookups,EntityTypeLookups,DBType,Main,
EntityTypeLookup.dxml,EntityTypeLookup.lxml,Table,EntityTypeLookups,EntityTypeLookups,Schema,Customs,
FacilitationType.dxml,FacilitationType.lxml,Table,FacilitationTypes,FacilitationTypes,DBType,Main,
FacilitationType.dxml,FacilitationType.lxml,Table,FacilitationTypes,FacilitationTypes,Schema,Customs,
FaultInspectionType.dxml,FaultInspectionType.lxml,Table,FaultInspectionTypes,FaultInspectionTypes,DBType,Main,
FaultInspectionType.dxml,FaultInspectionType.lxml,Table,FaultInspectionTypes,FaultInspectionTypes,Schema,Customs,
FreightPaymentMethod.dxml,FreightPaymentMethod.lxml,Table,FreightPaymentMethods,FreightPaymentMethods,DBType,Main,
FreightPaymentMethod.dxml,FreightPaymentMethod.lxml,Table,FreightPaymentMethods,FreightPaymentMethods,Schema,Customs,
FuelType.dxml,FuelType.lxml,Table,FuelTypes,FuelTypes,DBType,Main,
FuelType.dxml,FuelType.lxml,Table,FuelTypes,FuelTypes,Schema,Customs,
GatepassRequest.dxml,GatepassRequest.lxml,Table,GatepassRequests,GatepassRequests,DBType,Main,
GatepassRequest.dxml,GatepassRequest.lxml,Table,GatepassRequests,GatepassRequests,Schema,Customs,
GatepassRequest.dxml,GatepassRequest.lxml,Column,DesignateSiteCode,DesignateSiteCode,Size,17,15
GatepassRequest.dxml,GatepassRequest.lxml,Relation,OriginSiteCode,OriginSiteCode,Referenced Table Schema,Customs,
GatepassRequest.dxml,GatepassRequest.lxml,Relation,UpdateCode,UpdateCode,Referenced Table Schema,Customs,
GatepassRequest.dxml,GatepassRequest.lxml,Relation,DesignateSiteCode,DesignateSiteCode,Referenced Table Schema,Customs,
GatepassRequest.dxml,GatepassRequest.lxml,Relation,TransportationTypeCode,TransportationTypeCode,Referenced Table Schema,Customs,
GatepassReturnCode.dxml,GatepassReturnCode.lxml,Table,GatepassReturnCodes,GatepassReturnCodes,DBType,Main,
GatepassReturnCode.dxml,GatepassReturnCode.lxml,Table,GatepassReturnCodes,GatepassReturnCodes,Schema,Customs,
Gender.dxml,Gender.lxml,Table,Genders,Genders,DBType,Main,
Gender.dxml,Gender.lxml,Table,Genders,Genders,Schema,Customs,
GovernmentProcedureType.dxml,GovernmentProcedureType.lxml,Table,GovernmentProcedureTypes,GovernmentProcedureTypes,DBType,Main,
GovernmentProcedureType.dxml,GovernmentProcedureType.lxml,Table,GovernmentProcedureTypes,GovernmentProcedureTypes,Schema,Customs,
Guarantee.dxml,Guarantee.lxml,Table,Guarantees,Guarantees,DBType,Main,
Guarantee.dxml,Guarantee.lxml,Table,Guarantees,Guarantees,Schema,Customs,
Guarantee.dxml,Guarantee.lxml,Relation,TapagID,TapagID,Referenced Table Schema,Customs,
Guarantee.dxml,Guarantee.lxml,Relation,GuaranteeRequestStatusCode,GuaranteeRequestStatusCode,Referenced Table Schema,Customs,
Guarantee.dxml,Guarantee.lxml,Relation,ClientActivityCode,ClientActivityCode,Referenced Table Schema,Customs,
Guarantee.dxml,Guarantee.lxml,Relation,CustomEntityTypeCode,CustomEntityTypeCode,Referenced Table Schema,Customs,
GuaranteeCertificateType.dxml,GuaranteeCertificateType.lxml,Table,GuaranteeCertificateTypes,GuaranteeCertificateTypes,DBType,Main,
GuaranteeCertificateType.dxml,GuaranteeCertificateType.lxml,Table,GuaranteeCertificateTypes,GuaranteeCertificateTypes,Schema,Customs,
GuaranteeCondition.dxml,GuaranteeCondition.lxml,Table,GuaranteeConditions,GuaranteeConditions,DBType,Main,
GuaranteeCondition.dxml,GuaranteeCondition.lxml,Table,GuaranteeConditions,GuaranteeConditions,Schema,Customs,
GuaranteeCondition.dxml,GuaranteeCondition.lxml,Relation,GuaranteeId,GuaranteeId,Referenced Table Schema,Customs,
GuaranteeCondition.dxml,GuaranteeCondition.lxml,Relation,ReturnConditionCode,ReturnConditionCode,Referenced Table Schema,Customs,
GuaranteeCustomerActivity.dxml,GuaranteeCustomerActivity.lxml,Table,GuaranteeCustomerActivities,GuaranteeCustomerActivities,DBType,Main,
GuaranteeCustomerActivity.dxml,GuaranteeCustomerActivity.lxml,Table,GuaranteeCustomerActivities,GuaranteeCustomerActivities,Schema,Customs,
HazardousSubstance.dxml,HazardousSubstance.lxml,Table,HazardousSubstances,HazardousSubstances,DBType,Main,
HazardousSubstance.dxml,HazardousSubstance.lxml,Table,HazardousSubstances,HazardousSubstances,Schema,Customs,
ImporterDeclarationType.dxml,ImporterDeclarationType.lxml,Table,ImporterDeclarationTypes,ImporterDeclarationTypes,DBType,Main,
ImporterDeclarationType.dxml,ImporterDeclarationType.lxml,Table,ImporterDeclarationTypes,ImporterDeclarationTypes,Schema,Customs,
ImporterDesposition.dxml,ImporterDesposition.lxml,Table,ImporterDespositions,ImporterDespositions,DBType,Main,
ImporterDesposition.dxml,ImporterDesposition.lxml,Table,ImporterDespositions,ImporterDespositions,Schema,Customs,
ImporterDesposition.dxml,ImporterDesposition.lxml,Relation,ImporterDepositionStatusCode,ImporterDepositionStatusCode,Referenced Table Schema,Customs,
ImporterDesposition.dxml,ImporterDesposition.lxml,Relation,ImporterlId,ImporterlId,Referenced Table Schema,Customs,
ImporterDesposition.dxml,ImporterDesposition.lxml,Relation,VendorID,VendorID,Referenced Table Schema,Customs,
ImporterPeriodicDeclarStatus.dxml,ImporterPeriodicDeclarStatus.lxml,Table,ImporterPeriodicDeclarStatuses,ImporterPeriodicDeclarStatuses,DBType,Main,
ImporterPeriodicDeclarStatus.dxml,ImporterPeriodicDeclarStatus.lxml,Table,ImporterPeriodicDeclarStatuses,ImporterPeriodicDeclarStatuses,Schema,Customs,
ImporterTypeForClaim.dxml,ImporterTypeForClaim.lxml,Table,ImporterTypeForClaims,ImporterTypeForClaims,DBType,Main,
ImporterTypeForClaim.dxml,ImporterTypeForClaim.lxml,Table,ImporterTypeForClaims,ImporterTypeForClaims,Schema,Customs,
InterfaceManagement.dxml,InterfaceManagement.lxml,Table,InterfaceManagements,InterfaceManagements,DBType,Main,
InterfaceManagement.dxml,InterfaceManagement.lxml,Table,InterfaceManagements,InterfaceManagements,Schema,Customs,
InterfaceManagement.dxml,InterfaceManagement.lxml,Relation,DefaultSendOptionsCode,DefaultSendOptionsCode,Referenced Table Schema,Customs,
InterfaceManagement.dxml,InterfaceManagement.lxml,Relation,SignatureTypeCode,SignatureTypeCode,Referenced Table Schema,Customs,
InterfaceSendOption.dxml,InterfaceSendOption.lxml,Table,InterfaceSendOptions,InterfaceSendOptions,DBType,Main,
InterfaceSendOption.dxml,InterfaceSendOption.lxml,Table,InterfaceSendOptions,InterfaceSendOptions,Schema,Customs,
InterfaceTenantDefinition.dxml,InterfaceTenantDefinition.lxml,Table,InterfaceTenantDefinitions,InterfaceTenantDefinitions,DBType,Main,
InterfaceTenantDefinition.dxml,InterfaceTenantDefinition.lxml,Table,InterfaceTenantDefinitions,InterfaceTenantDefinitions,Schema,Customs,
InterfaceTenantDefinition.dxml,InterfaceTenantDefinition.lxml,Relation,Code,Code,Referenced Table Schema,Customs,
InterfaceTenantDefinition.dxml,InterfaceTenantDefinition.lxml,Relation,TenantSendOptionsCode,TenantSendOptionsCode,Referenced Table Schema,Customs,
InternalBorderSiteType.dxml,InternalBorderSiteType.lxml,Table,InternalBorderSiteTypes,InternalBorderSiteTypes,DBType,Main,
InternalBorderSiteType.dxml,InternalBorderSiteType.lxml,Table,InternalBorderSiteTypes,InternalBorderSiteTypes,Schema,Customs,
InternationalSite.dxml,InternationalSite.lxml,Table,InternationalSites,InternationalSites,DBType,Main,
InternationalSite.dxml,InternationalSite.lxml,Table,InternationalSites,InternationalSites,Schema,Customs,
InternationalSite.dxml,InternationalSite.lxml,Relation,CountryTypeCode,CountryTypeCode,Referenced Table Schema,Customs,
InvoiceType.dxml,InvoiceType.lxml,Table,InvoiceTypes,InvoiceTypes,DBType,Main,
InvoiceType.dxml,InvoiceType.lxml,Table,InvoiceTypes,InvoiceTypes,Schema,Customs,
ItemGovernmentProcedureType.dxml,ItemGovernmentProcedureType.lxml,Table,ItemGovernmentProcedureTypes,ItemGovernmentProcedureTypes,DBType,Main,
ItemGovernmentProcedureType.dxml,ItemGovernmentProcedureType.lxml,Table,ItemGovernmentProcedureTypes,ItemGovernmentProcedureTypes,Schema,Customs,
LastReleaseFromWarehouse.dxml,LastReleaseFromWarehouse.lxml,Table,LastReleaseFromWarehouses,LastReleaseFromWarehouses,DBType,Main,
LastReleaseFromWarehouse.dxml,LastReleaseFromWarehouse.lxml,Table,LastReleaseFromWarehouses,LastReleaseFromWarehouses,Schema,Customs,
LeadDocumentExceptionType.dxml,LeadDocumentExceptionType.lxml,Table,LeadDocumentExceptionTypes,LeadDocumentExceptionTypes,DBType,Main,
LeadDocumentExceptionType.dxml,LeadDocumentExceptionType.lxml,Table,LeadDocumentExceptionTypes,LeadDocumentExceptionTypes,Schema,Customs,
LeadDocumentType.dxml,LeadDocumentType.lxml,Table,LeadDocumentTypes,LeadDocumentTypes,DBType,Main,
LeadDocumentType.dxml,LeadDocumentType.lxml,Table,LeadDocumentTypes,LeadDocumentTypes,Schema,Customs,
MamanSpecialAction.dxml,MamanSpecialAction.lxml,Table,MamanSpecialActions,MamanSpecialActions,DBType,Main,
MamanSpecialAction.dxml,MamanSpecialAction.lxml,Table,MamanSpecialActions,MamanSpecialActions,Schema,Customs,
MamanSpecialActionStatus.dxml,MamanSpecialActionStatus.lxml,Table,MamanSpecialActionStatuses,MamanSpecialActionStatuses,DBType,Main,
MamanSpecialActionStatus.dxml,MamanSpecialActionStatus.lxml,Table,MamanSpecialActionStatuses,MamanSpecialActionStatuses,Schema,Customs,
MamanStatus.dxml,MamanStatus.lxml,Table,MamanStatuses,MamanStatuses,DBType,Main,
MamanStatus.dxml,MamanStatus.lxml,Table,MamanStatuses,MamanStatuses,Schema,Customs,
ManifestCargoStatus.dxml,ManifestCargoStatus.lxml,Table,ManifestCargoStatuses,ManifestCargoStatuses,DBType,Main,
ManifestCargoStatus.dxml,ManifestCargoStatus.lxml,Table,ManifestCargoStatuses,ManifestCargoStatuses,Schema,Customs,
MAWBType.dxml,MAWBType.lxml,Table,MAWBTypes,MAWBTypes,DBType,Main,
MAWBType.dxml,MAWBType.lxml,Table,MAWBTypes,MAWBTypes,Schema,Customs,
MeasureQualifier.dxml,MeasureQualifier.lxml,Table,MeasureQualifier,MeasureQualifier,DBType,Main,
MeasureQualifier.dxml,MeasureQualifier.lxml,Table,MeasureQualifier,MeasureQualifier,Schema,Customs,
MeasurmentUnit.dxml,MeasurmentUnit.lxml,Table,MeasurmentUnits,MeasurmentUnits,DBType,Main,
MeasurmentUnit.dxml,MeasurmentUnit.lxml,Table,MeasurmentUnits,MeasurmentUnits,Schema,Customs,
MeasurmentUnit.dxml,MeasurmentUnit.lxml,Column,MalamId,MalamId,Size,0,15
ModificationAndDiscountType.dxml,ModificationAndDiscountType.lxml,Table,ModificationAndDiscountTypes,ModificationAndDiscountTypes,DBType,Main,
ModificationAndDiscountType.dxml,ModificationAndDiscountType.lxml,Table,ModificationAndDiscountTypes,ModificationAndDiscountTypes,Schema,Customs,
MorningMessageType.dxml,MorningMessageType.lxml,Table,MorningMessageTypes,MorningMessageTypes,DBType,Main,
MorningMessageType.dxml,MorningMessageType.lxml,Table,MorningMessageTypes,MorningMessageTypes,Schema,Customs,
Notification.dxml,Notification.lxml,Relation,NotificationDefinitionCode,NotificationDefinitionCode,Referenced Table Schema,Customs,
Notification.dxml,Notification.lxml,Relation,AssigneToNotificationTypeCode,AssigneToNotificationTypeCode,Referenced Table Schema,Customs,
Notification.dxml,Notification.lxml,Relation,CreatedByRequestID,CreatedByRequestID,Referenced Table Schema,Customs,
NotificationDefinition.dxml,NotificationDefinition.lxml,Table,NotificationDefinitions,NotificationDefinitions,DBType,Main,
NotificationDefinition.dxml,NotificationDefinition.lxml,Table,NotificationDefinitions,NotificationDefinitions,Schema,Customs,
NotificationDefinition.dxml,NotificationDefinition.lxml,Relation,AssigneeNotificationTypeCode,AssigneeNotificationTypeCode,Referenced Table Schema,Customs,
NotificationReply.dxml,NotificationReply.lxml,Table,NotificationReplies,NotificationReplies,DBType,Main,
NotificationReply.dxml,NotificationReply.lxml,Table,NotificationReplies,NotificationReplies,Schema,Customs,
NotificationReply.dxml,NotificationReply.lxml,Column,ResponseToCustoms,ResponseToCustoms,Size,-1,32000
NotificationTenantDefinition.dxml,NotificationTenantDefinition.lxml,Table,NotificationTenantDefinition,NotificationTenantDefinition,DBType,Main,
NotificationTenantDefinition.dxml,NotificationTenantDefinition.lxml,Table,NotificationTenantDefinition,NotificationTenantDefinition,Schema,Customs,
NotificationTenantDefinition.dxml,NotificationTenantDefinition.lxml,Relation,Code,Code,Referenced Table Schema,Customs,
NotificationType.dxml,NotificationType.lxml,Table,NotificationTypes,NotificationTypes,DBType,Main,
NotificationType.dxml,NotificationType.lxml,Table,NotificationTypes,NotificationTypes,Schema,Customs,
OrganizationUnitType.dxml,OrganizationUnitType.lxml,Table,OrganizationUnitTypes,OrganizationUnitTypes,DBType,Main,
OrganizationUnitType.dxml,OrganizationUnitType.lxml,Table,OrganizationUnitTypes,OrganizationUnitTypes,Schema,Customs,
PackageMeasureQualifier.dxml,PackageMeasureQualifier.lxml,Table,PackageMeasureQualifiers,PackageMeasureQualifiers,DBType,Main,
PackageMeasureQualifier.dxml,PackageMeasureQualifier.lxml,Table,PackageMeasureQualifiers,PackageMeasureQualifiers,Schema,Customs,
PackingType.dxml,PackingType.lxml,Table,PackingTypes,PackingTypes,DBType,Main,
PackingType.dxml,PackingType.lxml,Table,PackingTypes,PackingTypes,Schema,Customs,
ParagraphType.dxml,ParagraphType.lxml,Table,ParagraphTypes,ParagraphTypes,DBType,Main,
ParagraphType.dxml,ParagraphType.lxml,Table,ParagraphTypes,ParagraphTypes,Schema,Customs,
PassportType.dxml,PassportType.lxml,Table,PassportTypes,PassportTypes,DBType,Main,
PassportType.dxml,PassportType.lxml,Table,PassportTypes,PassportTypes,Schema,Customs,
PayerActivityType.dxml,PayerActivityType.lxml,Table,PayerActivityTypes,PayerActivityTypes,DBType,Main,
PayerActivityType.dxml,PayerActivityType.lxml,Table,PayerActivityTypes,PayerActivityTypes,Schema,Customs,
PayerType.dxml,PayerType.lxml,Table,PayerTypes,PayerTypes,DBType,Main,
PayerType.dxml,PayerType.lxml,Table,PayerTypes,PayerTypes,Schema,Customs,
PaymentMethodStatus.dxml,PaymentMethodStatus.lxml,Table,PaymentMethodStatus,PaymentMethodStatus,DBType,Main,
PaymentMethodStatus.dxml,PaymentMethodStatus.lxml,Table,PaymentMethodStatus,PaymentMethodStatus,Schema,Customs,
PaymentMethodType.dxml,PaymentMethodType.lxml,Table,PaymentMethodTypes,PaymentMethodTypes,DBType,Main,
PaymentMethodType.dxml,PaymentMethodType.lxml,Table,PaymentMethodTypes,PaymentMethodTypes,Schema,Customs,
PaymentOrder.dxml,PaymentOrder.lxml,Table,PaymentOrders,PaymentOrders,DBType,Main,
PaymentOrder.dxml,PaymentOrder.lxml,Table,PaymentOrders,PaymentOrders,Schema,Customs,
PaymentOrder.dxml,PaymentOrder.lxml,Column,TotalSumToPay,TotalSumToPay,Precision,18,0
PaymentOrder.dxml,PaymentOrder.lxml,Column,LastPayDate,LastPayDate,Type,datetime,date
PaymentOrder.dxml,PaymentOrder.lxml,Column,ActualPayDate,ActualPayDate,Type,datetime,date
PaymentOrder.dxml,PaymentOrder.lxml,Relation,CustomerActivityTypeCode,CustomerActivityTypeCode,Referenced Table Schema,Customs,
PaymentOrder.dxml,PaymentOrder.lxml,Relation,PaymentOrderTypeCode,PaymentOrderTypeCode,Referenced Table Schema,Customs,
PaymentOrder.dxml,PaymentOrder.lxml,Relation,PaymentProcessCode,PaymentProcessCode,Referenced Table Schema,Customs,
PaymentOrder.dxml,PaymentOrder.lxml,Relation,PaymentStatusCode,PaymentStatusCode,Referenced Table Schema,Customs,
PaymentOrder.dxml,PaymentOrder.lxml,Relation,CustomsEntityTypeCode,CustomsEntityTypeCode,Referenced Table Schema,Customs,
PaymentOrder.dxml,PaymentOrder.lxml,Relation,ImporterId,ImporterId,Referenced Table Schema,Customs,
PaymentOrderConnectionTable.dxml,PaymentOrderConnectionTable.lxml,Table,PaymentOrderConnectionTables,PaymentOrderConnectionTables,DBType,Main,
PaymentOrderConnectionTable.dxml,PaymentOrderConnectionTable.lxml,Table,PaymentOrderConnectionTables,PaymentOrderConnectionTables,Schema,Customs,
PaymentOrderConnectionTable.dxml,PaymentOrderConnectionTable.lxml,Relation,PaymentOrderId,PaymentOrderId,Referenced Table Schema,Customs,
PaymentOrderLine.dxml,PaymentOrderLine.lxml,Table,PaymentOrderLines,PaymentOrderLines,DBType,Main,
PaymentOrderLine.dxml,PaymentOrderLine.lxml,Table,PaymentOrderLines,PaymentOrderLines,Schema,Customs,
PaymentOrderLine.dxml,PaymentOrderLine.lxml,Column,Amount,Amount,Precision,18,0
PaymentOrderLine.dxml,PaymentOrderLine.lxml,Relation,PaymentOrderId,PaymentOrderId,Referenced Table Schema,Customs,
PaymentOrderLine.dxml,PaymentOrderLine.lxml,Relation,ParagraphTypeCode,ParagraphTypeCode,Referenced Table Schema,Customs,
PaymentOrderMethod.dxml,PaymentOrderMethod.lxml,Table,PaymentOrderMethods,PaymentOrderMethods,DBType,Main,
PaymentOrderMethod.dxml,PaymentOrderMethod.lxml,Table,PaymentOrderMethods,PaymentOrderMethods,Schema,Customs,
PaymentOrderMethod.dxml,PaymentOrderMethod.lxml,Relation,PaymentOrderId,PaymentOrderId,Referenced Table Schema,Customs,
PaymentOrderMethod.dxml,PaymentOrderMethod.lxml,Relation,TypeCode,TypeCode,Referenced Table Schema,Customs,
PaymentOrderMethod.dxml,PaymentOrderMethod.lxml,Relation,BankCode,BankCode,Referenced Table Schema,Customs,
PaymentOrderMethod.dxml,PaymentOrderMethod.lxml,Relation,PaymentMethodStatusCode,PaymentMethodStatusCode,Referenced Table Schema,Customs,
PaymentOrderMethod.dxml,PaymentOrderMethod.lxml,Relation,InternalBankId,InternalBankId,Referenced Table Schema,Customs,
PaymentOrderMethod.dxml,PaymentOrderMethod.lxml,Relation,CustomerActivityTypeCode,CustomerActivityTypeCode,Referenced Table Schema,Customs,
PaymentOrderMethod.dxml,PaymentOrderMethod.lxml,Relation,CustomsBranchId,CustomsBranchId,Referenced Table Schema,Customs,
PaymentOrderProtestReason.dxml,PaymentOrderProtestReason.lxml,Table,PaymentOrderProtestReasons,PaymentOrderProtestReasons,DBType,Main,
PaymentOrderProtestReason.dxml,PaymentOrderProtestReason.lxml,Table,PaymentOrderProtestReasons,PaymentOrderProtestReasons,Schema,Customs,
PaymentOrderProtestReason.dxml,PaymentOrderProtestReason.lxml,Relation,PaymentOrderId,PaymentOrderId,Referenced Table Schema,Customs,
PaymentOrderProtestReason.dxml,PaymentOrderProtestReason.lxml,Relation,ProtestTypeCode,ProtestTypeCode,Referenced Table Schema,Customs,
PaymentOrderStatus.dxml,PaymentOrderStatus.lxml,Table,PaymentOrderStatus,PaymentOrderStatus,DBType,Main,
PaymentOrderStatus.dxml,PaymentOrderStatus.lxml,Table,PaymentOrderStatus,PaymentOrderStatus,Schema,Customs,
PaymentOrderType.dxml,PaymentOrderType.lxml,Table,PaymentOrderTypes,PaymentOrderTypes,DBType,Main,
PaymentOrderType.dxml,PaymentOrderType.lxml,Table,PaymentOrderTypes,PaymentOrderTypes,Schema,Customs,
PaymentProcess.dxml,PaymentProcess.lxml,Table,PaymentProcesses,PaymentProcesses,DBType,Main,
PaymentProcess.dxml,PaymentProcess.lxml,Table,PaymentProcesses,PaymentProcesses,Schema,Customs,
PaymentProtestType.dxml,PaymentProtestType.lxml,Table,PaymentProtestTypes,PaymentProtestTypes,DBType,Main,
PaymentProtestType.dxml,PaymentProtestType.lxml,Table,PaymentProtestTypes,PaymentProtestTypes,Schema,Customs,
PaymentType.dxml,PaymentType.lxml,Table,PaymentTypes,PaymentTypes,DBType,Main,
PaymentType.dxml,PaymentType.lxml,Table,PaymentTypes,PaymentTypes,Schema,Customs,
PendingByKeyword.dxml,PendingByKeyword.lxml,Table,PendingByKeywords,PendingByKeywords,DBType,Main,
PendingByKeyword.dxml,PendingByKeyword.lxml,Table,PendingByKeywords,PendingByKeywords,Schema,Customs,
PendingByKeyword.dxml,PendingByKeyword.lxml,Relation,CourierPendingReasonCode,CourierPendingReasonCode,Referenced Table Schema,Customs,
PendingErrorPlace.dxml,PendingErrorPlace.lxml,Table,PendingErrorPlaces,PendingErrorPlaces,DBType,Main,
PendingErrorPlace.dxml,PendingErrorPlace.lxml,Table,PendingErrorPlaces,PendingErrorPlaces,Schema,Customs,
PhysicalCheck.dxml,PhysicalCheck.lxml,Table,PhysicalChecks,PhysicalChecks,DBType,Main,
PhysicalCheck.dxml,PhysicalCheck.lxml,Table,PhysicalChecks,PhysicalChecks,Schema,Customs,
PhysicalCheck.dxml,PhysicalCheck.lxml,Column,OperationCode,OperationCode,Size,4,2
PhysicalCheck.dxml,PhysicalCheck.lxml,Column,StatusMessageCode,StatusMessageCode,Size,4,2
PhysicalCheck.dxml,PhysicalCheck.lxml,Relation,StorageSiteCode,StorageSiteCode,Referenced Table Schema,Customs,
PhysicalCheck.dxml,PhysicalCheck.lxml,Relation,CheckSiteCode,CheckSiteCode,Referenced Table Schema,Customs,
PhysicalCheck.dxml,PhysicalCheck.lxml,Relation,QueueTypeCode,QueueTypeCode,Referenced Table Schema,Customs,
PhysicalCheck.dxml,PhysicalCheck.lxml,Relation,OperationCode,OperationCode,Referenced Table Schema,Customs,
PhysicalCheck.dxml,PhysicalCheck.lxml,Relation,StatusMessageCode,StatusMessageCode,Referenced Table Schema,Customs,
PhysicalCheck.dxml,PhysicalCheck.lxml,Relation,CargoTypeCode,CargoTypeCode,Referenced Table Schema,Customs,
PhysicalCheck.dxml,PhysicalCheck.lxml,Relation,InitiatorTypeCode,InitiatorTypeCode,Referenced Table Schema,Customs,
PhysicalCheck.dxml,PhysicalCheck.lxml,Relation,CargoIdentifierTypeCode,CargoIdentifierTypeCode,Referenced Table Schema,Customs,
PhysicalCheck.dxml,PhysicalCheck.lxml,Relation,CheckTypeCode,CheckTypeCode,Referenced Table Schema,Customs,
