LXML File: InterestReport.lxml
Element,Attribute,Old Value,New Value
entity,DxmlDatabaseTypeCode,NULL,Main
entity,DxmlDatabaseSchemaCode,NULL,dbo


LXML File: InterestTransaction.lxml
Element,Attribute,Old Value,New Value
entity,DxmlDatabaseTypeCode,NULL,Main
entity,DxmlDatabaseSchemaCode,NULL,dbo


LXML File: AccountingSetting.lxml
Element,Attribute,Old Value,New Value
entity,DxmlDatabaseTypeCode,NULL,Main
entity,DxmlDatabaseSchemaCode,NULL,dbo
field[FieldName='"QBOAccessToken"'],IsMaxLength,false,true
field[FieldName='"QBOAccessTokenSecret"'],IsMaxLength,false,true


LXML File: AccountingSystem.lxml
Element,Attribute,Old Value,New Value
entity,DxmlDatabaseTypeCode,NULL,Main
entity,DxmlDatabaseSchemaCode,NULL,dbo


LXML File: TariffCarrierTranslation.lxml
Element,Attribute,Old Value,New Value
field[FieldName='"SearchFields"'],IsMaxLength,true,false


LXML File: User.lxml
Element,Attribute,Old Value,New Value
entity,DxmlDatabaseTypeCode,NULL,Main
entity,DxmlDatabaseSchemaCode,NULL,dbo
field[FieldName='"Id"'],MaxLength,0,15
field[FieldName='"Id"'],IsForeignKey,false,true
field[FieldName='"Id"'],ForeignEntity,NULL,Contact
field[FieldName='"Id"'],NavigationPropertyName,NULL,Contact
field[FieldName='"Code"'],MaxLength,0,20
field[FieldName='"Notes"'],FieldsDataType,"Text","nText"
field[FieldName='"SearchFields"'],FieldsDataType,"Text","nText"
field[FieldName='"IsSalesman"'],MaxLength,1,0
field[FieldName='"LicencedUser"'],MaxLength,1,0
field[FieldName='"IsFreelancer"'],MaxLength,1,0
field[FieldName='"IsShowContactDetailsInTheMobileApp"'],MaxLength,1,0
field[FieldName='"SetAngularAsDefault"'],MaxLength,1,0
field[FieldName='"IsTwoFactorAuthenticationEnabled"'],MaxLength,1,0
field[FieldName='"IsDistributor"'],MaxLength,1,0
field[FieldName='"DistributorCode"'],IsForeignKey,false,true
field[FieldName='"DistributorCode"'],ForeignEntity,NULL,Distributor
field[FieldName='"DistributorCode"'],NavigationPropertyName,NULL,Distributor
field[FieldName='"ProductTypeCode"'],IsForeignKey,false,true
field[FieldName='"ProductTypeCode"'],ForeignEntity,NULL,ProductType
field[FieldName='"ProductTypeCode"'],NavigationPropertyName,NULL,ProductType
field[FieldName='"BusinessUnitId"'],IsForeignKey,false,true
field[FieldName='"BusinessUnitId"'],ForeignEntity,NULL,BusinessUnit
field[FieldName='"BusinessUnitId"'],NavigationPropertyName,NULL,BusinessUnit
field[FieldName='"BranchId"'],IsForeignKey,false,true
field[FieldName='"BranchId"'],ForeignEntity,NULL,Branch
field[FieldName='"BranchId"'],NavigationPropertyName,NULL,Branch
field[FieldName='"DepartmentId"'],IsForeignKey,false,true
field[FieldName='"DepartmentId"'],ForeignEntity,NULL,Department
field[FieldName='"DepartmentId"'],NavigationPropertyName,NULL,Department
field[FieldName='"FreelancerId"'],MaxLength,0,15
field[FieldName='"FreelancerId"'],IsForeignKey,false,true
field[FieldName='"FreelancerId"'],ForeignEntity,NULL,Card
field[FieldName='"FreelancerId"'],NavigationPropertyName,NULL,Freelancer
field[FieldName='"Contact"'],HasDataBaseField,true,false
field[FieldName='"UserLastLogin"'],HasDataBaseField,true,false


