DXML Table, LXML Table
AccountingPartners,AccountingPartner,Incorrect Table Name In LXML File
Name,Name,Type,varchar,
PortId,PortId,Type,varchar,


DXML Table, LXML Table
AirlineMessagingRules,AirlineMessagingRules
DXML Column,LXML Column,Attribute,DXML Value,LXML Value
AirlineId,AirlineId,Type,varchar,
CreateDate,CreateDate,Type,datetime,
CreatedByUserId,CreatedByUserId,Type,varchar,
CreatedByUserId,CreatedByUserId,Size,15,0
CreatedByUserId,CreatedByUserId,Nullable,True,False
Id,Id,Type,varchar,
Id,Id,Size,15,0
InActive,InActive,Type,bit,
IsMandatoryForSending,IsMandatoryForSending,Type,bit,
IsMandatoryForSending,IsMandatoryForSending,Size,0,2
MaxSize,MaxSize,Type,int,
MaxSize,MaxSize,Size,0,2
MessageTypeCode,MessageTypeCode,Type,varchar,
RuleFieldId,RuleFieldId,Type,varchar,
UpdateDate,UpdateDate,Type,datetime,
UpdatedByUserId,UpdatedByUserId,Type,varchar,
UpdatedByUserId,UpdatedByUserId,Size,15,0
UpdatedByUserId,UpdatedByUserId,Nullable,True,False


DXML Table, LXML Table
AirlineStatistics,AirlineStatistics
DXML Column,LXML Column,Attribute,DXML Value,LXML Value
AirlineCode,AirlineCode,Type,varchar,
AirlinePrefix,AirlinePrefix,Type,varchar,
AirlinePrefix,AirlinePrefix,Size,4,0
AirlinePrefix,AirlinePrefix,Nullable,True,False
Allotment,Allotment,Type,varchar,
Allotment,Allotment,Nullable,True,False
AWBNumber,AWBNumber,Type,varchar,
AWBNumber,AWBNumber,Nullable,True,False
ChargeableWeight,ChargeableWeight,Type,decimal,
ChargeableWeight,ChargeableWeight,Size,0,3
ConsigneeName,ConsigneeName,Type,varchar,
ConsigneeName,ConsigneeName,Nullable,True,False
CreateDate,CreateDate,Type,datetime,
CreateDate,CreateDate,Size,0,70
DescriptionOfGoods,DescriptionOfGoods,Type,varchar,
DescriptionOfGoods,DescriptionOfGoods,Nullable,True,False
DestinationCode,DestinationCode,Type,varchar,
Direct,Direct,Type,bit,
EntitiyCreateDate,EntitiyCreateDate,Type,datetime,
EntitiyCreateDate,EntitiyCreateDate,Size,0,100
EntitiyUpdateDate,EntitiyUpdateDate,Type,datetime,
EntitiyUpdateDate,EntitiyUpdateDate,Size,0,15
EntityCreatedByUserName,EntityCreatedByUserName,Type,varchar,
EntityReference,EntityReference,Type,varchar,
EntityStatus,EntityStatus,Type,varchar,
EntityStatus,EntityStatus,Nullable,True,False
Flight1,Flight1,Type,varchar,
Flight1,Flight1,Nullable,True,False
Flight1Date,Flight1Date,Type,datetime,
Flight1Date,Flight1Date,Size,0,30
Flight2,Flight2,Type,varchar,
Flight2,Flight2,Nullable,True,False
Flight2Date,Flight2Date,Type,datetime,
Flight2Date,Flight2Date,Size,0,30
Flight3,Flight3,Type,varchar,
Flight3,Flight3,Nullable,True,False
Flight3Date,Flight3Date,Type,datetime,
Flight3Date,Flight3Date,Size,0,30
GrossWeight,GrossWeight,Type,decimal,
GrossWeight,GrossWeight,Size,0,10
HWBNumber,HWBNumber,Type,varchar,
HWBNumber,HWBNumber,Nullable,True,False
Id,Id,Type,varchar,
Id,Id,Size,15,0
IsCancelled,IsCancelled,Type,bit,
LastSentDate,LastSentDate,Type,datetime,
LastSentDate,LastSentDate,Size,0,3
MessageType,MessageType,Type,varchar,
MessagingStatus,MessagingStatus,Type,varchar,
MessagingStatus,MessagingStatus,Size,60,0
MessagingStatus,MessagingStatus,Nullable,True,False
NumberOfPackages,NumberOfPackages,Type,int,
NumberOfPackages,NumberOfPackages,Size,0,3
OnCarriageDate,OnCarriageDate,Type,datetime,
OnCarriageDate,OnCarriageDate,Size,0,30
OnCarriageTo,OnCarriageTo,Type,varchar,
OnCarriageTo,OnCarriageTo,Nullable,True,False
OriginCode,OriginCode,Type,varchar,
PreCarriageDate,PreCarriageDate,Type,datetime,
PreCarriageDate,PreCarriageDate,Size,0,30
PreCarriageFrom,PreCarriageFrom,Type,varchar,
PreCarriageFrom,PreCarriageFrom,Nullable,True,False
ProductName,ProductName,Type,varchar,
ProductName,ProductName,Size,60,0
ProductName,ProductName,Nullable,True,False
SearchFields,SearchFields,Type,nvarchar,
SearchFields,SearchFields,Nullable,True,False
Sender,Sender,Type,varchar,
Sender,Sender,Size,60,0
Sender,Sender,Nullable,True,False
ShipmentLevelCode,ShipmentLevelCode,Type,varchar,
ShipmentLevelCode,ShipmentLevelCode,Nullable,True,False
ShipperName,ShipperName,Type,varchar,
ShipperName,ShipperName,Nullable,True,False
SourceTenant,SourceTenant,Type,int,
SourceTenant,SourceTenant,Size,0,100
SourceTenantName,SourceTenantName,Type,varchar,
UpdateDate,UpdateDate,Type,datetime,
UpdateDate,UpdateDate,Size,0,100
Volume,Volume,Type,decimal,
Volume,Volume,Size,0,15


DXML Table, LXML Table
Automations,Automations
DXML Column,LXML Column,Attribute,DXML Value,LXML Value
AutomationXML,AutomationXML,Type,nvarchar,
AutomationXML,AutomationXML,Nullable,True,False
CreateDate,CreateDate,Type,datetime,
CreatedByUserId,CreatedByUserId,Type,varchar,
CreatedByUserId,CreatedByUserId,Size,15,0
CreatedByUserId,CreatedByUserId,Nullable,True,False
Description,Description,Type,nvarchar,
Description,Description,Nullable,True,False
From,From,Type,varchar,
From,From,Size,20,0
From,From,Nullable,True,False
FromEmail,FromEmail,Type,varchar,
FromEmail,FromEmail,Size,30,0
FromEmail,FromEmail,Nullable,True,False
Id,Id,Type,varchar,
Id,Id,Size,15,0
Inactive,Inactive,Type,bit,
IsAutomationDone,IsAutomationDone,Type,bit,
Name,Name,Type,nvarchar,
Order,Order,Type,int,
ResultCode,ResultCode,Type,varchar,
ResultCode,ResultCode,Size,20,0
Type,Type,Type,varchar,
Type,Type,Size,10,0
UpdateDate,UpdateDate,Type,datetime,
UpdatedByUserId,UpdatedByUserId,Type,varchar,
UpdatedByUserId,UpdatedByUserId,Size,15,0
UpdatedByUserId,UpdatedByUserId,Nullable,True,False


DXML Table, LXML Table
AutomationResultEmailRecipients,AutomationResultEmailRecipients
DXML Column,LXML Column,Attribute,DXML Value,LXML Value
AutomationsId,AutomationsId,Type,varchar,
AutomationsId,AutomationsId,Size,15,0
Id,Id,Type,varchar,
Id,Id,Size,15,0
RecipientType,RecipientType,Type,varchar,
RecipientType,RecipientType,Size,8,0
RecipientType,RecipientType,Nullable,True,False
RecipientValue,RecipientValue,Type,varchar,
RecipientValue,RecipientValue,Size,15,0
RecipientValue,RecipientValue,Nullable,True,False


DXML Table, LXML Table
AWBDescriptionOfGoods,AWBDescriptionOfGoods
DXML Column,LXML Column,Attribute,DXML Value,LXML Value
AirlineCode,AirlineCode,Type,varchar,
AirlineCode,AirlineCode,Nullable,True,False
Id,Id,Type,varchar,
Id,Id,Size,15,0
IsTemperatureSensitive,IsTemperatureSensitive,Type,bit,
Name,Name,Type,varchar,
ProductCode,ProductCode,Type,varchar,
ProductCode,ProductCode,Size,4,2
ProductCode,ProductCode,Nullable,True,False
SearchFields,SearchFields,Type,nvarchar,
SearchFields,SearchFields,Nullable,True,False
Service,Service,Type,varchar,
Service,Service,Size,40,0
Service,Service,Nullable,True,False
ShortDescriptionOfGoods,ShortDescriptionOfGoods,Type,varchar,
ShortDescriptionOfGoods,ShortDescriptionOfGoods,Nullable,True,False


DXML Table, LXML Table
Branches,Branches
DXML Column,LXML Column,Attribute,DXML Value,LXML Value
AddressId,AddressId,Type,varchar,
AddressId,AddressId,Size,15,0
AddressId,AddressId,Nullable,True,False
CounterCode,CounterCode,Type,varchar,
CounterCode,CounterCode,Nullable,True,False
EnglishName,EnglishName,Type,varchar,
ExternalId,ExternalId,Type,nvarchar,
ExternalId,ExternalId,Nullable,True,False
Id,Id,Type,varchar,
Id,Id,Size,15,0
InActive,InActive,Type,bit,
InActive,InActive,Size,0,15
INTTRAAlias,INTTRAAlias,Type,varchar,
INTTRAAlias,INTTRAAlias,Nullable,True,False
INTTRAContactId,INTTRAContactId,Type,varchar,
INTTRAContactId,INTTRAContactId,Nullable,True,False
INTTRAId,INTTRAId,Type,varchar,
INTTRAId,INTTRAId,Nullable,True,False
LocalName,LocalName,Type,nvarchar,
LocalName,LocalName,Nullable,True,False
Notes,Notes,Type,nvarchar,
Notes,Notes,Size,250,0
Notes,Notes,Nullable,True,False
SearchFields,SearchFields,Type,nvarchar,
SearchFields,SearchFields,Nullable,True,False
Signature,Signature,Type,varchar,
Signature,Signature,Nullable,True,False


DXML Table, LXML Table
BusinessUnits,BusinessUnits
DXML Column,LXML Column,Attribute,DXML Value,LXML Value
Id,Id,Type,varchar,
Id,Id,Size,50,0
InActive,InActive,Type,bit,
InActive,InActive,Size,0,1
Name,Name,Type,varchar,
SearchFields,SearchFields,Type,nvarchar,
SearchFields,SearchFields,Nullable,True,False


DXML Table, LXML Table
Cards,Cards
DXML Column,LXML Column,Attribute,DXML Value,LXML Value
AccountNumber,AccountNumber,Type,varchar,
AccountNumber,AccountNumber,Size,25,0
AccountNumber,AccountNumber,Nullable,True,False
Address1,Address1,Type,nvarchar,
Address1,Address1,Nullable,True,False
Address2,Address2,Type,nvarchar,
Address2,Address2,Nullable,True,False
BankAddress,BankAddress,Type,nvarchar,
BankAddress,BankAddress,Size,100,0
BankAddress,BankAddress,Nullable,True,False
BankName,BankName,Type,nvarchar,
BankName,BankName,Size,40,0
BankName,BankName,Nullable,True,False
CityName,CityName,Type,nvarchar,
